Date,Time,PU_Adress,Base_No
8/4/2014,13:13,JFK,B00256
8/4/2014,13:13,JFK,B00256
8/4/2014,13:15,1 West 72nd Street New York,B00256
8/4/2014,13:15,176 E 71 St Nyc,B00256
8/4/2014,13:15,"2728 thomson ave Long Island City, QU",B00256
8/4/2014,13:15,"4615 Center Blvd Long Island City, QU",B01743
8/4/2014,13:15,422 Hudson St NYC,B00256
8/4/2014,13:15,49 E 96 ST NYC,B00256
8/4/2014,13:15,5 MOUNT MORRIS PARK W NYC,B00256
8/4/2014,13:15,240 E 76 St NYC,B00256
8/4/2014,13:15,79 W 12 ST Nyc,B00256
8/4/2014,13:15,11 Times Sq Nyc,B00256
8/4/2014,13:15,EWR,B00256
8/4/2014,13:15,314 E 34 St Nyc,B00256
8/4/2014,13:15,1 E 33 St Nyc,B00256
8/4/2014,13:15,"287 HARBOR DRIVE Lido Beach, LI",B00256
8/4/2014,13:15,212 E 42 St NYC,B00256
8/4/2014,13:15,77 Park Ave NYC,B00256
8/4/2014,13:15,"119 Tapscott St Brownsville, BK",B00256
8/4/2014,13:15,33 WEST END AVE NYC,B00256
8/4/2014,13:15,LGA,B00256
8/4/2014,13:17,LGA,B00256
8/4/2014,13:17,LGA,B00256
8/4/2014,13:18,JFK,B00256
8/4/2014,13:19,JFK,B00256
8/4/2014,13:19,LGA,B00256
8/4/2014,13:20,JFK,B00256
8/4/2014,13:20,JFK,B00256
8/4/2014,13:20,410 W 55 St NYC,B00256
8/4/2014,13:20,  Nyc,B00256
8/4/2014,13:20,  NYC,B00256
8/4/2014,13:20,JFK,B00256
8/4/2014,13:25,151 W 26 St Nyc,B00256
8/4/2014,13:25,59 W 71 St NYC,B00256
8/4/2014,13:26,LGA,B00256
8/4/2014,13:27,JFK,B00256
8/4/2014,13:30,"27  Spring Close Hwy East Hampton, LI",B00256
8/4/2014,13:30,50 E 89 ST NYC,B00256
8/4/2014,13:30,"55 Washington Street Downtown Bklyn, BK",B00256
8/4/2014,13:30,35 E 125 St Nyc,B00256
8/4/2014,13:30,"445 broadhollow road  Melville, LI",B00256
8/4/2014,13:30,  Nyc,B00256
8/4/2014,13:30,130 W 46 ST NYC,B00256
8/4/2014,13:30,51 Nassau St Nyc,B00256
8/4/2014,13:30,300 WEST END AVE NYC,B00256
8/4/2014,13:30,50 E 104 St Nyc,B00256
8/4/2014,13:30,415 W 23 St NYC,B00256
8/4/2014,13:30,330  E 38 St NYC,B00256
8/4/2014,13:30,24 W 30 St Nyc,B00256
8/4/2014,13:30,666 West End Ave NYC,B00256
8/4/2014,13:30,"81 Blair heights Carmel, NY",B00256
8/4/2014,13:30,"17-07 Greenwood Drive Fair Lawn, NJ",B00256
8/4/2014,13:30,251 E 51 St Nyc,B00256
8/4/2014,13:30,333 E 38 St Nyc,B00256
8/4/2014,13:30,230 WEST END AVE NYC,B00256
8/4/2014,13:30,LGA,B00256
8/4/2014,13:30,300 E 75 St Nyc,B00256
8/4/2014,13:30,"100 DEFOREST AVENUE  East Hanover, NJ",B00256
8/4/2014,13:30,259 Vesey St Nyc,B00256
8/4/2014,13:30,  Nyc,B00256
8/4/2014,13:30,301 Park Ave Nyc,B00256
8/4/2014,13:30,241 W 14 St Nyc,B00256
8/4/2014,13:30,407 Park Ave S NYC,B00256
8/4/2014,13:30,"86-38 252 St Bellerose, QU",B00256
8/4/2014,13:30,77 E 12 St Nyc,B00256
8/4/2014,13:30,929 Columbus Ave NYC,B00256
8/4/2014,13:30,"218 Myrtle Ave Fort Green, BK",B00256
8/4/2014,13:30,"388 Bridge St Brooklyn Heights, BK",B00256
8/4/2014,13:30,564 W 160 St Nyc,B00256
8/4/2014,13:30,345 E 52 ST NYC,B00256
8/4/2014,13:30,228 W 52 St Nyc,B00256
8/4/2014,13:30,300 Amsterdam Ave Nyc,B00256
8/4/2014,13:30,65 SULLIVAN ST NYC,B00256
8/4/2014,13:30,LGA,B00256
8/4/2014,13:31,EWR,B00256
8/4/2014,13:31,JFK,B00256
8/4/2014,13:33,JFK,B00256
8/4/2014,13:35,440 W 114 St Nyc,B00256
8/4/2014,13:35,300 W 49 St Nyc,B01868
8/4/2014,13:36,EWR,B00256
8/4/2014,13:36,JFK,B00256
8/4/2014,13:39,EWR,B00256
8/4/2014,13:40,110 Bleecker St NYC,B00256
8/4/2014,13:40,LGA,B00256
8/4/2014,13:40,4 Times Sq Nyc,B00256
8/4/2014,13:40,575 West End Ave Nyc,B00256
8/4/2014,13:40,310 W 47 St Nyc,B00256
8/4/2014,13:42,JFK,B00256
8/4/2014,13:45,138 LAFAYETTE ST NYC,B00256
8/4/2014,13:45,LGA,B00256
8/4/2014,13:45,240 E 18 St Nyc,B00256
8/4/2014,13:45,9 W W 31 St NYC,B00256
8/4/2014,13:45,360 E 72 ST  Nyc,B00256
8/4/2014,13:45,136 E 55 ST NYC,B00256
8/4/2014,13:45,34 W 139 St Nyc,B00256
8/4/2014,13:45,300 E 74 ST NYC,B00256
8/4/2014,13:45,229 Chrystie St Nyc,B00256
8/4/2014,13:45,412 E 55 St Nyc,B00256
8/4/2014,13:45,136 W 55 ST NYC,B00256
8/4/2014,13:45,"79-08 Cooper Ave Ridgewood, QU",B00256
8/4/2014,13:45,"960 Sterling Place Crown Heights, BK",B00256
8/4/2014,13:45,425 E 58 St Nyc,B00256
8/4/2014,13:45,165 E 84 St Nyc,B00256
8/4/2014,13:46,EWR,B00256
8/4/2014,13:47,LGA,B00256
8/4/2014,13:49,JFK,B00256
8/4/2014,13:50,240 E 38 St Nyc,B00256
8/4/2014,13:50,201 E 87 St Nyc,B00256
8/4/2014,13:50,240 E 38 St Nyc,B00256
8/4/2014,13:50,241 E 76 St Nyc,B00256
8/4/2014,13:53,JFK,B00256
8/4/2014,13:53,JFK,B00256
8/4/2014,13:54,EWR,B00256
8/4/2014,13:56,LGA,B00256
8/4/2014,13:57,JFK,B00256
8/4/2014,14:00,"13 Boat Lane Port Washington No.,",B00256
8/4/2014,14:00,179 E 93 St NYC,B00256
8/4/2014,14:00,128 W 29 ST NYC,B00256
8/4/2014,14:00,232 E 97 St NYC,B00256
8/4/2014,14:00,811 7 AVE NYC,B00256
8/4/2014,14:00,811 7 AVE NYC,B00256
8/4/2014,14:00,"5 wellwood ave Farmingdale, LI",B00256
8/4/2014,14:00,315 E 70 ST NYC,B00256
8/4/2014,14:00,73  5 Ave NYC,B00256
8/4/2014,14:00,329 ROUTE 303 Orangeburg NY,B00256
8/4/2014,14:00,116 E 68 St NYC,B00256
8/4/2014,14:00,80 2 AVE NYC,B00256
8/4/2014,14:00,"79-01 Broadway Elmhurst, QU",B00256
8/4/2014,14:00,192 Lexington Ave NYC,B00256
8/4/2014,14:00,440  E 23 St NYC,B00256
8/4/2014,14:00,"35 Lavelle ave  New Fairfield, CT",B00256
8/4/2014,14:00,1335 6 Ave Nyc,B00256
8/4/2014,14:00,771 WEST END AVE NYC,B00256
8/4/2014,14:00,655 Madison Ave NYC,B00256
8/4/2014,14:00,415 E 54 ST NYC,B00256
8/4/2014,14:00,"10 WEST BROADWAY Long Beach, LI",B00256
8/4/2014,14:00,541 LEXINGTON AVE NYC,B00256
8/4/2014,14:00,1 United Nations Pl Nyc,B00256
8/4/2014,14:00,300 E 75 ST NYC,B00256
8/4/2014,14:00,161 W 15 St NYC,B01743
8/4/2014,14:00,230 W 99 ST NYC,B00256
8/4/2014,14:00,"65 Florence Avenue Oyster Bay, LI",B00256
8/4/2014,14:00,165 E 66 ST NYC,B00256
8/4/2014,14:00,44 W 62 ST NYC,B00256
8/4/2014,14:00,45 W 44 ST NYC,B00256
8/4/2014,14:00,LGA,B00256
8/4/2014,14:00,"4182 E Tremont Ave Throgs Neck, BX",B00256
8/4/2014,14:00,215 W 83 St NYC,B00256
8/4/2014,14:00,25 Barrow St Nyc,B00256
8/4/2014,14:00,55 Water Street New York,B00256
8/4/2014,14:00,866 3 Ave NYC,B00256
8/4/2014,14:00,15 E 10 St Nyc,B00256
8/4/2014,14:00,120 Park Ave Nyc,B00256
8/4/2014,14:00,215 W 101 ST NYC,B00256
8/4/2014,14:00,301 E 64 ST NYC,B00256
8/4/2014,14:00,24 W 55 ST Nyc,B00256
8/4/2014,14:00,51 W 51 St Nyc,B00256
8/4/2014,14:00,445 W 21 St NYC,B00256
8/4/2014,14:00,315 W 57 St NYC,B00256
8/4/2014,14:00,160 CENTRAL PARK S NYC,B00256
8/4/2014,14:00,655 E 14 St Nyc,B00256
8/4/2014,14:00,450 W 46 St NYC,B00256
8/4/2014,14:00,135 W 30 St NYC,B00256
8/4/2014,14:00,420 E 58 St Nyc,B00256
8/4/2014,14:00,420 E 54 St Nyc,B00256
8/4/2014,14:00,147 W 43 ST NYC,B00256
8/4/2014,14:00,301 E 79 St NYC,B00256
8/4/2014,14:00,147 W 43 ST NYC,B00256
8/4/2014,14:00,401 W 19 St Nyc,B00256
8/4/2014,14:00,301 E 87 ST NYC,B00256
8/4/2014,14:00,LGA,B00256
8/4/2014,14:02,JFK,B00256
8/4/2014,14:05,EWR,B00256
8/4/2014,14:05,449 W 44 St Nyc,B00256
8/4/2014,14:05,654 Madison Ave Nyc,B00256
8/4/2014,14:10,JFK,B00256
8/4/2014,14:10,350 E 79 St Nyc,B00256
8/4/2014,14:10,1700 YORK AVE NYC,B00256
8/4/2014,14:10,2 WASHINGTON SQ VILLAG NYC,B00256
8/4/2014,14:10,51 W 51 St Nyc,B00256
8/4/2014,14:13,LGA,B00256
8/4/2014,14:13,LGA,B00256
8/4/2014,14:15,220 E 67 ST NYC,B00256
8/4/2014,14:15,171 Duane St Nyc,B00256
8/4/2014,14:15,210 E 68 St Nyc,B00256
8/4/2014,14:15,900 WEST END AVE NYC,B00256
8/4/2014,14:15,160 Varick St NYC,B00256
8/4/2014,14:15,227 E 89 St NYC,B00256
8/4/2014,14:15,"4 Orchard Road Mount Kisco ,NY.",B00256
8/4/2014,14:15,120 Wall St NYC,B00256
8/4/2014,14:15,201 W 11 St NYC,B00256
8/4/2014,14:15,88 Bleecker St Nyc,B00256
8/4/2014,14:15,120 W 133 St NYC,B00256
8/4/2014,14:15,100 6 Ave NYC,B00256
8/4/2014,14:15,"35-32 29 St Long Island City, QU",B00256
8/4/2014,14:15,265 Riverside Dr NYC,B00256
8/4/2014,14:15,400 W 12 ST NYC,B00256
8/4/2014,14:15,19 Union Sq W NYC,B00256
8/4/2014,14:15,55 Church St Nyc,B00256
8/4/2014,14:15,260 5 Ave Nyc,B00256
8/4/2014,14:15,139 E 33 ST NYC,B00256
8/4/2014,14:15,163 William St NYC,B00256
8/4/2014,14:15,100 Jane Street New York,B00256
8/4/2014,14:16,JFK,B00256
8/4/2014,14:17,LGA,B01868
8/4/2014,14:18,EWR,B00256
8/4/2014,14:18,LGA,B00256
8/4/2014,14:20,JFK,B00256
8/4/2014,14:20,LGA,B00256
8/4/2014,14:20,LGA,B00256
8/4/2014,14:20,160  Cabrini Blvd New York,B00256
8/4/2014,14:22,JFK,B00256
8/4/2014,14:24,JFK,B00256
8/4/2014,14:24,EWR,B00256
8/4/2014,14:25,240 E 38 St Nyc,B00256
8/4/2014,14:26,EWR,B00256
8/4/2014,14:30,540 PARK AVE NYC,B00256
8/4/2014,14:30,29 E 29 St NYC,B00256
8/4/2014,14:30,455 south broadway Tarrytown NY,B01743
8/4/2014,14:30,"47 Strong Place Cobble Hill, BK",B00256
8/4/2014,14:30,325 E 80 ST NYC,B00256
8/4/2014,14:30,237 MADISON AVE NYC,B00256
8/4/2014,14:30,"44 breeze hill road Northport, LI",B00256
8/4/2014,14:30,48 Wall St Nyc,B00256
8/4/2014,14:30,630 2nd Avenue New York,B00256
8/4/2014,14:30,455 Madison Avenue New York,B00256
8/4/2014,14:30,415 E 85 St NYC,B00256
8/4/2014,14:30,215 W 90 ST NYC,B00256
8/4/2014,14:30,"1 Pierrepont Plaza Brooklyn Heights, BK",B00256
8/4/2014,14:30,57 E 57 ST NYC,B00256
8/4/2014,14:30,1568 BROADWAY NYC,B00256
8/4/2014,14:30,"20-75 38 St Astoria, QU",B00256
8/4/2014,14:30,1535 Broadway Nyc,B00256
8/4/2014,14:30,245 E 63 St NYC,B00256
8/4/2014,14:30,220 E 5 St NYC,B00256
8/4/2014,14:30,EWR,B00256
8/4/2014,14:30,149 E 39 St Nyc,B00256
8/4/2014,14:30,2 5 AVE NYC,B01868
8/4/2014,14:30,155 Riverside Dr Nyc,B00256
8/4/2014,14:30,260 RIVERSIDE DR NYC,B00256
8/4/2014,14:30,25 W 81 St NYC,B00256
8/4/2014,14:30,61 Broadway NYC,B00256
8/4/2014,14:30,235 E 40 St NYC,B00256
8/4/2014,14:30,38 E 37 St Nyc,B00256
8/4/2014,14:30,"125 Parkway Road Bronxville ,NY.",B00256
8/4/2014,14:30,331 Grand St NYC,B00256
8/4/2014,14:30,"604 Hancock Court Edgewater, NJ",B00256
8/4/2014,14:30,321 W 44 St Nyc,B00256
8/4/2014,14:30,49 Bleecker St NYC,B00256
8/4/2014,14:30,15 W 81 ST NYC,B00256
8/4/2014,14:30,750 3 Ave Nyc,B00256
8/4/2014,14:30,19 W 22 St NYC,B01743
8/4/2014,14:30,710 W 168 St Nyc,B00256
8/4/2014,14:30,"136-25 218th Street Springfield Gardens,",B00256
8/4/2014,14:30,261 5 Ave Nyc,B00256
8/4/2014,14:30,372 CENTRAL PARK W Nyc,B01743
8/4/2014,14:30,123 W 75 St Nyc,B00256
8/4/2014,14:33,JFK,B00256
8/4/2014,14:35,JFK,B00256
8/4/2014,14:35,EWR,B00256
8/4/2014,14:36,EWR,B00256
8/4/2014,14:38,LGA,B00256
8/4/2014,14:39,JFK,B01743
8/4/2014,14:39,EWR,B00256
8/4/2014,14:40,LGA,B00256
8/4/2014,14:40,30 W 44 St Nyc,B00256
8/4/2014,14:40,JFK,B00256
8/4/2014,14:40,  NYC,B00256
8/4/2014,14:41,JFK,B00256
8/4/2014,14:41,JFK,B00256
8/4/2014,14:42,JFK,B00256
8/4/2014,14:43,JFK,B00256
8/4/2014,14:44,EWR,B00256
8/4/2014,14:45,35 W 81 St NYC,B00256
8/4/2014,14:45,466 Washington St NYC,B00256
8/4/2014,14:45,"1 STAR POINT  Stamford, CT",B00256
8/4/2014,14:45,343 E 74 St NYC,B00256
8/4/2014,14:45,109 E 42 ST NYC,B00256
8/4/2014,14:45,180 MADISON AVE  Nyc,B00256
8/4/2014,14:45,151 W 54 St Nyc,B00256
8/4/2014,14:45,220 Riverside Blvd NYC,B00256
8/4/2014,14:45,211 E 70 St NYC,B00256
8/4/2014,14:45,"2323 31st ave Astoria, QU",B00256
8/4/2014,14:45,56 W 120 ST NYC,B00256
8/4/2014,14:45,"95 river street  Hoboken, NJ",B00256
8/4/2014,14:45,442 W 57 ST NYC,B00256
8/4/2014,14:45,"65 crisfield st Yonkers ,NY.",B00256
8/4/2014,14:45,375 SOUTH END AVE NYC,B00256
8/4/2014,14:45,202 w W 58 St NYC,B00256
8/4/2014,14:45,370 E 76 St NYC,B00256
8/4/2014,14:50,JFK,B00256
8/4/2014,14:50,1567 BROADWAY NYC,B00256
8/4/2014,14:50,JFK,B00256
8/4/2014,14:50,45 1 Ave NYC,B00256
8/4/2014,14:50,"187 PYTHIAN AVE Hawthorne ,NY.",B00256
8/4/2014,14:50,JFK,B00256
8/4/2014,14:52,JFK,B00256
8/4/2014,14:55,235 e 49 st Nyc,B00256
8/4/2014,14:55,LGA,B00256
8/4/2014,14:55,LGA,B00256
8/4/2014,14:55,LGA,B00256
8/4/2014,14:59,JFK,B00256
8/4/2014,15:00,1335 Avenue Of The Americ NYC,B00256
8/4/2014,15:00,811 7 AVE NYC,B00256
8/4/2014,15:00,125 E 50 ST NYC,B00256
8/4/2014,15:00,102 W 57 ST NYC,B00256
8/4/2014,15:00,105 Madison Ave NYC,B00256
8/4/2014,15:00,5  Penn Plz NYC,B00256
8/4/2014,15:00,425 Riverside Dr NYC,B00256
8/4/2014,15:00,250 Greenwich St Nyc,B00256
8/4/2014,15:00,1535 Broadway Nyc,B00256
8/4/2014,15:00,345 E 81 ST NYC,B00256
8/4/2014,15:00,156 WILLIAM ST NYC,B01743
8/4/2014,15:00,156 William St NYC,B00256
8/4/2014,15:00,62 W 84 St Nyc,B00256
8/4/2014,15:00,37 W 26 St Nyc,B00256
8/4/2014,15:00,700 West End Ave Nyc,B00256
8/4/2014,15:00,5 TUDOR CITY PL NYC,B00256
8/4/2014,15:00,250 W 94 St NYC,B00256
8/4/2014,15:00,150 W 56 St Nyc,B00256
8/4/2014,15:00,650 W 42 St Nyc,B00256
8/4/2014,15:00,501 Madison Ave Nyc,B00256
8/4/2014,15:00,1717 Broadway Nyc,B00256
8/4/2014,15:00,392 CENTRAL PARK W NYC,B00256
8/4/2014,15:00,515 Broadway Nyc,B00256
8/4/2014,15:00,15 CENTRAL PARK W NYC,B00256
8/4/2014,15:00,35 Claremont Ave NYC,B00256
8/4/2014,15:00,455 W 34 St NYC,B00256
8/4/2014,15:00,175 W 93 St Nyc,B00256
8/4/2014,15:00,160 FRONT ST NYC,B00256
8/4/2014,15:00,851 6 Ave Nyc,B00256
8/4/2014,15:00,303  E 83 St Nyc,B00256
8/4/2014,15:00,"6115 KENNEDY BVD EAST West New York, NJ",B00256
8/4/2014,15:00,651 W 171 St Nyc,B00256
8/4/2014,15:00,55 CHURCH ST NYC,B00256
8/4/2014,15:00,301 St Nicholas Ave Nyc,B00256
8/4/2014,15:00,265 E 66 ST NYC,B00256
8/4/2014,15:00,195 Bennett Ave Nyc,B00256
8/4/2014,15:00,333 E 34 St NYC,B00256
8/4/2014,15:00,31 Tiemann Pl Nyc,B00256
8/4/2014,15:00,10 Christopher St Nyc,B00256
8/4/2014,15:00,526 W 26 ST NYC,B00256
8/4/2014,15:00,6 YORK STREET NYC,B00256
8/4/2014,15:00,"1225 Bay Avenue Mantoloking, NJ",B00256
8/4/2014,15:00,31 Tiemann Pl   Nyc,B00256
8/4/2014,15:00,120 Riverside Blvd NYC,B01743
8/4/2014,15:00,130 E 57 St NYC,B00256
8/4/2014,15:00,160 W 84 St Nyc,B00256
8/4/2014,15:00,201  W 72 St NYC,B00256
8/4/2014,15:00,"8  Ridgedale Ave Madison, NJ",B00256
8/4/2014,15:00,260 W 52 St NYC,B00256
8/4/2014,15:00,245 W 29 St NYC,B00256
8/4/2014,15:00,215 Park Ave S NYC,B00256
8/4/2014,15:00,200 RIVERSIDE BLVD NYC,B00256
8/4/2014,15:00,441 Columbus Ave Nyc,B00256
8/4/2014,15:00,206 E 17 St Nyc,B00256
8/4/2014,15:00,49 Cypress Street Tenafly,B00256
8/4/2014,15:00,"80 Metropolitan Ave Williamsburg, BK",B00256
8/4/2014,15:00,510 E 62 St Nyc,B00256
8/4/2014,15:00,450 North End Ave Nyc,B00256
8/4/2014,15:00,"64-14 Queens Blvd Woodside, QU",B00256
8/4/2014,15:00,JFK,B00256
8/4/2014,15:01,JFK,B00256
8/4/2014,15:01,JFK,B00256
8/4/2014,15:02,EWR,B00256
8/4/2014,15:02,LGA,B00256
8/4/2014,15:03,LGA,B00256
8/4/2014,15:03,EWR,B00256
8/4/2014,15:04,LGA,B00256
8/4/2014,15:05,248 E 31 St NYC,B00256
8/4/2014,15:06,JFK,B00256
8/4/2014,15:07,LGA,B00256
8/4/2014,15:08,JFK,B00256
8/4/2014,15:08,JFK,B00256
8/4/2014,15:09,JFK,B00256
8/4/2014,15:10,333 E 79 ST Nyc,B00256
8/4/2014,15:10,12 E 41 St Nyc,B00256
8/4/2014,15:10,70 Park Avenue New York,B00256
8/4/2014,15:10,345 E 37 St Nyc,B00256
8/4/2014,15:13,EWR,B00256
8/4/2014,15:13,JFK,B00256
8/4/2014,15:14,JFK,B00256
8/4/2014,15:15,303 W 66 St Nyc,B00256
8/4/2014,15:15,34 e E 67 St NYC,B00256
8/4/2014,15:15,405 W 57 St NYC,B00256
8/4/2014,15:15,"B 700 Sylvan Avenue Englewood Cliffs, NJ",B00256
8/4/2014,15:15,"349 Bergen St Boerum Hill, BK",B00256
8/4/2014,15:15,530 E 23 St NYC,B00256
8/4/2014,15:15,25  W 51 St NYC,B01743
8/4/2014,15:15,415 Central Park W NYC,B00256
8/4/2014,15:15,5 Greenwich Office Par Greenwich,B00256
8/4/2014,15:15,48 W 48 ST NYC,B00256
8/4/2014,15:15,"700 Sylvan Ave Englewood Cliffs, NJ",B00256
8/4/2014,15:15,416 W 56 St Nyc,B00256
8/4/2014,15:15,137 E 15 St Nyc,B00256
8/4/2014,15:15,330 E 11 ST Nyc,B01743
8/4/2014,15:15,400 E 90 St Nyc,B00256
8/4/2014,15:15,6 Jane St Nyc,B00256
8/4/2014,15:15,320 Spring St Nyc,B00256
8/4/2014,15:15,611 Broadway Nyc,B00256
8/4/2014,15:15,30 E 40 St Nyc,B00256
8/4/2014,15:15,LGA,B00256
8/4/2014,15:16,JFK,B00256
8/4/2014,15:16,LGA,B00256
8/4/2014,15:18,JFK,B00256
8/4/2014,15:19,JFK,B00256
8/4/2014,15:20,235 E 42 St Nyc,B00256
8/4/2014,15:20,99 BANK ST NYC,B00256
8/4/2014,15:20,LGA,B00256
8/4/2014,15:20,344 3 Ave Nyc,B00256
8/4/2014,15:24,JFK,B00256
8/4/2014,15:26,EWR,B00256
8/4/2014,15:26,LGA,B00256
8/4/2014,15:27,EWR,B00256
8/4/2014,15:29,301 PARK AVE NYC,B00256
8/4/2014,15:29,JFK,B00256
8/4/2014,15:30,11 W 51 St NYC,B00256
8/4/2014,15:30,"411 THEODORE FRIEND AVE  Rye ,NY.",B00256
8/4/2014,15:30,250 W 43 ST NYC,B00256
8/4/2014,15:30,52 Spring Street New York,B00256
8/4/2014,15:30,155 e 58 Nyc,B02026
8/4/2014,15:30,133 E 80 St NYC,B00256
8/4/2014,15:30,44 W 62 ST NYC,B00256
8/4/2014,15:30,"1393 anchor drive Wantagh, LI",B00256
8/4/2014,15:30,24 Minetta Lane New York,B00256
8/4/2014,15:30,1825 MADISON AVE NYC,B00256
8/4/2014,15:30,45 W 44 ST NYC,B00256
8/4/2014,15:30,501 Garden State Plaza Paramus,B00256
8/4/2014,15:30,75 Wall st NYC,B00256
8/4/2014,15:30,1236 Park Ave Nyc,B00256
8/4/2014,15:30,541 LEXINGTON AVE NYC,B00256
8/4/2014,15:30,798–802 W 180th St New York,B00256
8/4/2014,15:30,"30 Scotts Lane South Salem ,NY.",B00256
8/4/2014,15:30,70 W 40 St Nyc,B00256
8/4/2014,15:30,1568 Broadway NYC,B00256
8/4/2014,15:30,349 E 49 St Nyc,B00256
8/4/2014,15:30,1535 Broadway Nyc,B00256
8/4/2014,15:30,218  W 50 St NYC,B00256
8/4/2014,15:30,159 Orchard Rd Demarest,B00256
8/4/2014,15:30,"40 CHRISTOPHER WAY Eatontown, NJ",B00256
8/4/2014,15:30,45 W 67 St NYC,B00256
8/4/2014,15:30,1212 6 Ave NYC,B00256
8/4/2014,15:30,"98-01 67 Ave Rego Park, QU",B00256
8/4/2014,15:30,130 E 57 St NYC,B00256
8/4/2014,15:30,"70-25 Yellowstone Blvd Forest Hills, QU",B00256
8/4/2014,15:30,160 E 65 ST NYC,B00256
8/4/2014,15:30,155 Claremont Ave Nyc,B00256
8/4/2014,15:30,980 2 Ave NYC,B00256
8/4/2014,15:30,450 W 15 St Nyc,B00256
8/4/2014,15:30,525 E 72 St Nyc\,B00256
8/4/2014,15:30,2 LEXINGTON AVE NYC,B00256
8/4/2014,15:30,260  W 72 St NYC,B00256
8/4/2014,15:30,2  W 46 St NYC,B00256
8/4/2014,15:30,"254 Rhine Ave Stapleton, SI",B00256
8/4/2014,15:30,"4048 baychester ave Baychester, BX",B00256
8/4/2014,15:30,111 Worth St Nyc,B00256
8/4/2014,15:30,"2 meadow plaza East Rutherford, NJ",B00256
8/4/2014,15:30,415 9 Ave Nyc,B01868
8/4/2014,15:30,70 Little West Street Nyc,B00256
8/4/2014,15:30,  NYC,B00256
8/4/2014,15:31,JFK,B00256
8/4/2014,15:31,EWR,B00256
8/4/2014,15:31,JFK,B00256
8/4/2014,15:32,JFK,B00256
8/4/2014,15:32,LGA,B00256
8/4/2014,15:32,JFK,B00256
8/4/2014,15:33,120 West 44 Street NYC,B00256
8/4/2014,15:33,JFK,B00256
8/4/2014,15:34,JFK,B00256
8/4/2014,15:35,EWR,B00256
8/4/2014,15:36,JFK,B00256
8/4/2014,15:37,LGA,B01743
8/4/2014,15:37,EWR,B00256
8/4/2014,15:38,LGA,B00256
8/4/2014,15:38,EWR,B00256
8/4/2014,15:39,LGA,B00256
8/4/2014,15:40,JFK,B00256
8/4/2014,15:40,LGA,B00256
8/4/2014,15:40,360  Hamilton Ave White Plains,B00256
8/4/2014,15:41,JFK,B00256
8/4/2014,15:43,EWR,B00256
8/4/2014,15:44,JFK,B00256
8/4/2014,15:45,165 W 46 ST NYC,B00256
8/4/2014,15:45,260 Spring St NYC,B00256
8/4/2014,15:45,186 Franklin Street New York,B00256
8/4/2014,15:45,220 W 71 St NYC,B00256
8/4/2014,15:45,1745 Broadway New York,B00256
8/4/2014,15:45,8 Spruce St Nyc,B00256
8/4/2014,15:45,425 Riverside Dr NYC,B00256
8/4/2014,15:45,250 E 87 St Nyc,B00256
8/4/2014,15:45,JFK,B00256
8/4/2014,15:45,799 Washington St Nyc,B00256
8/4/2014,15:45,LGA,B00256
8/4/2014,15:45,100–198 W 105th St New York,B01743
8/4/2014,15:46,LGA,B00256
8/4/2014,15:46,JFK,B00256
8/4/2014,15:46,EWR,B00256
8/4/2014,15:47,JFK,B00256
8/4/2014,15:47,JFK,B00256
8/4/2014,15:47,JFK,B00256
8/4/2014,15:48,LGA,B00256
8/4/2014,15:50,JFK,B00256
8/4/2014,15:50,LGA,B00256
8/4/2014,15:50,9 E 96 St Nyc,B00256
8/4/2014,15:50,390 Greenwich Street New York,B00256
8/4/2014,15:50,JFK,B00256
8/4/2014,15:50,60 Lafayette St Nyc,B00256
8/4/2014,15:51,LGA,B00256
8/4/2014,15:52,EWR,B00256
8/4/2014,15:53,LGA,B00256
8/4/2014,15:53,JFK,B00256
8/4/2014,15:55,1034 5 Ave Nyc,B00256
8/4/2014,15:58,JFK,B00256
8/4/2014,15:58,JFK,B00256
8/4/2014,16:00,JFK,B00256
8/4/2014,16:00,"8908 215 St Queens Village, QU",B00256
8/4/2014,16:00,1407 Broadway NYC,B01868
8/4/2014,16:00,1001 6 Ave NYC,B01743
8/4/2014,16:00,11 E 131 St NYC,B00256
8/4/2014,16:00,2 LEXINGTON AVE NYC,B00256
8/4/2014,16:00,1633 Broadway NYC,B00256
8/4/2014,16:00,533 7 Ave Nyc,B00256
8/4/2014,16:00,696 10 Ave Nyc,B00256
8/4/2014,16:00,5 E 98 St Nyc,B00256
8/4/2014,16:00,321  W 103 St Nyc,B00256
8/4/2014,16:00,"36 GEORGE WASHINGTON DR Cranbury, NJ",B00256
8/4/2014,16:00,636 5 Ave NYC,B00256
8/4/2014,16:00,58 W 58 St Nyc,B00256
8/4/2014,16:00,250 E 73 St Nyc,B00256
8/4/2014,16:00,  Westchester Airport ,B00256
8/4/2014,16:00,611 5 AVE Nyc,B00256
8/4/2014,16:00,201 E 17 St Nyc,B00256
8/4/2014,16:00,111 W 40 St Nyc,B01868
8/4/2014,16:00,232 E 81 ST NYC,B00256
8/4/2014,16:00,30 E 62 St Nyc,B00256
8/4/2014,16:00,1568 BROADWAY NYC,B00256
8/4/2014,16:00,839 West End Ave NYC,B00256
8/4/2014,16:00,140 E 46 ST NYC,B00256
8/4/2014,16:00,395  Broadway NYC,B00256
8/4/2014,16:00,"226 Richardson Street ;  Williamsburg, BK",B00256
8/4/2014,16:00,152 E 55 St NYC,B00256
